seed,Vth,OffCurrent,OnCurrent,OnOffRatio,Weff
102,0.372515,4.80539e-12,3.38602e-05,7.04631e+06,52
103,0.372029,4.54576e-12,3.39183e-05,7.46152e+06,52
104,0.364781,4.71717e-12,3.39813e-05,7.20374e+06,52
105,0.357531,7.46295e-12,3.41023e-05,4.56955e+06,52
106,0.363134,6.36603e-12,3.41149e-05,5.35890e+06,52
107,0.371114,5.24114e-12,3.41144e-05,6.50897e+06,52
108,0.368186,5.37844e-12,3.39381e-05,6.31002e+06,52
109,0.361826,5.5465e-12,3.415e-05,6.15704e+06,52
110,0.373804,4.29306e-12,3.39171e-05,7.90044e+06,52
111,0.383126,3.19199e-12,3.37079e-05,1.05601e+07,52
112,0.367158,5.13076e-12,3.39883e-05,6.62441e+06,52
113,0.366931,5.39479e-12,3.38159e-05,6.26825e+06,52
114,0.355912,7.57087e-12,3.40903e-05,4.50282e+06,52
115,0.380476,3.53668e-12,3.40191e-05,9.61894e+06,52
116,0.365207,5.44332e-12,3.38968e-05,6.22723e+06,52
117,0.368309,5.97636e-12,3.41309e-05,5.71099e+06,52
118,0.36711,4.94694e-12,3.38334e-05,6.83925e+06,52
119,0.364542,5.64318e-12,3.39677e-05,6.01926e+06,52
120,0.358523,6.88446e-12,3.4105e-05,4.95391e+06,52
121,0.36538,5.61328e-12,3.41082e-05,6.07634e+06,52
122,0.371492,4.57406e-12,3.40211e-05,7.43784e+06,52
123,0.366256,5.22771e-12,3.40427e-05,6.51198e+06,52
124,0.360881,6.67353e-12,3.42707e-05,5.13531e+06,52
125,0.368786,5.23969e-12,3.40115e-05,6.49112e+06,52
126,0.357178,7.61534e-12,3.40957e-05,4.47724e+06,52
127,0.354669,7.9738e-12,3.42942e-05,4.30086e+06,52
128,0.363299,6.19824e-12,3.39563e-05,5.47838e+06,52
129,0.370707,3.98543e-12,3.38054e-05,8.48225e+06,52
130,0.365123,5.17602e-12,3.42167e-05,6.61063e+06,52
131,0.353705,7.55138e-12,3.42158e-05,4.53107e+06,52
132,0.361663,6.73723e-12,3.42319e-05,5.08101e+06,52
133,0.354927,7.98707e-12,3.4043e-05,4.26226e+06,52
134,0.373071,4.71683e-12,3.40754e-05,7.22422e+06,52
135,0.359971,7.09281e-12,3.40895e-05,4.80621e+06,52
136,0.369693,4.75744e-12,3.39968e-05,7.14602e+06,52
137,0.367376,5.30011e-12,3.4004e-05,6.41571e+06,52
138,0.357086,6.52853e-12,3.40257e-05,5.21185e+06,52
139,0.363543,5.43342e-12,3.39082e-05,6.24067e+06,52
140,0.359555,6.22745e-12,3.40637e-05,5.46993e+06,52
141,0.367807,4.51443e-12,3.4041e-05,7.54049e+06,52
142,0.362045,6.34414e-12,3.40717e-05,5.37057e+06,52
143,0.364027,5.3748e-12,3.39883e-05,6.32363e+06,52
144,0.362031,6.44135e-12,3.41488e-05,5.30150e+06,52
145,0.374208,4.65809e-12,3.37754e-05,7.25092e+06,52
146,0.362347,6.48059e-12,3.40827e-05,5.25920e+06,52
147,0.371912,4.63726e-12,3.41633e-05,7.36713e+06,52
148,0.36456,5.64998e-12,3.4066e-05,6.02941e+06,52
149,0.364982,6.03187e-12,3.40341e-05,5.64238e+06,52
150,0.37041,4.56766e-12,3.40641e-05,7.45765e+06,52
151,0.369497,4.9973e-12,3.40562e-05,6.81491e+06,52
152,0.357784,7.2929e-12,3.40929e-05,4.67480e+06,52
153,0.359149,7.18517e-12,3.41372e-05,4.75106e+06,52
154,0.365644,5.78847e-12,3.41148e-05,5.89357e+06,52
155,0.361532,6.04486e-12,3.40623e-05,5.63491e+06,52
156,0.370107,4.38464e-12,3.39618e-05,7.74564e+06,52
157,0.368986,4.4917e-12,3.40631e-05,7.58357e+06,52
158,0.360526,7.68281e-12,3.42398e-05,4.45668e+06,52
159,0.363935,5.27764e-12,3.40993e-05,6.46108e+06,52
160,0.374386,4.21728e-12,3.3909e-05,8.04048e+06,52
161,0.364213,6.99186e-12,3.41813e-05,4.88873e+06,52
162,0.375309,3.64622e-12,3.39956e-05,9.32351e+06,52
163,0.360972,5.92284e-12,3.38264e-05,5.71117e+06,52
164,0.360046,6.09081e-12,3.41014e-05,5.59884e+06,52
165,0.369514,4.63514e-12,3.40164e-05,7.33881e+06,52
166,0.35594,6.85151e-12,3.41409e-05,4.98297e+06,52
167,0.370964,4.25779e-12,3.39044e-05,7.96291e+06,52
168,0.365897,7.17466e-12,3.40365e-05,4.74399e+06,52
169,0.364156,6.50398e-12,3.39718e-05,5.22323e+06,52
170,0.369824,6.64184e-12,3.40588e-05,5.12791e+06,52
171,0.36138,6.58027e-12,3.40822e-05,5.17946e+06,52
172,0.362477,6.36809e-12,3.41472e-05,5.36224e+06,52
173,0.362129,6.67306e-12,3.41295e-05,5.11453e+06,52
174,0.367681,4.73221e-12,3.38275e-05,7.14834e+06,52
175,0.370163,4.40833e-12,3.39851e-05,7.70929e+06,52
176,0.360962,6.96886e-12,3.42089e-05,4.90882e+06,52
177,0.368942,5.53002e-12,3.41915e-05,6.18289e+06,52
178,0.355751,9.99389e-12,3.4288e-05,3.43090e+06,52
179,0.36231,5.77502e-12,3.4018e-05,5.89054e+06,52
180,0.373924,4.55955e-12,3.39327e-05,7.44211e+06,52
181,0.362139,5.73336e-12,3.39741e-05,5.92570e+06,52
182,0.370535,5.30292e-12,3.41102e-05,6.43233e+06,52
183,0.359256,6.17578e-12,3.40758e-05,5.51765e+06,52
184,0.365053,5.75214e-12,3.41167e-05,5.93113e+06,52
185,0.35373,8.86009e-12,3.43027e-05,3.87160e+06,52
186,0.374588,4.12683e-12,3.39786e-05,8.23358e+06,52
187,0.358135,6.62014e-12,3.39765e-05,5.13229e+06,52
188,0.371726,5.64691e-12,3.39914e-05,6.01947e+06,52
189,0.361426,6.95748e-12,3.39813e-05,4.88413e+06,52
190,0.37018,3.76614e-12,3.39336e-05,9.01019e+06,52
191,0.369191,5.01534e-12,3.40145e-05,6.78209e+06,52
192,0.369044,4.83578e-12,3.42284e-05,7.07815e+06,52
193,0.372256,4.64077e-12,3.39959e-05,7.32550e+06,52
194,0.358623,6.86593e-12,3.42328e-05,4.98590e+06,52
195,0.349053,9.28562e-12,3.41144e-05,3.67390e+06,52
196,0.359001,6.26435e-12,3.41304e-05,5.44834e+06,52
197,0.367223,5.34406e-12,3.41363e-05,6.38772e+06,52
198,0.354326,7.11607e-12,3.43336e-05,4.82479e+06,52
199,0.368331,4.80331e-12,3.39843e-05,7.07517e+06,52
1,0.361247,7.53861e-12,3.77668e-05,5.00978e+06,60
2,0.352537,1.03458e-11,3.7977e-05,3.67077e+06,60
3,0.357318,9.74255e-12,3.78732e-05,3.88740e+06,60
4,0.368995,6.32562e-12,3.76889e-05,5.95814e+06,60
5,0.358181,8.04293e-12,3.78585e-05,4.70705e+06,60
6,0.365989,7.63883e-12,3.76586e-05,4.92989e+06,60
7,0.358428,8.06729e-12,3.77253e-05,4.67632e+06,60
8,0.360315,8.84504e-12,3.78669e-05,4.28115e+06,60
9,0.355656,9.0397e-12,3.784e-05,4.18598e+06,60
10,0.355732,9.60437e-12,3.78526e-05,3.94119e+06,60
11,0.354888,9.28871e-12,3.76564e-05,4.05400e+06,60
12,0.360604,8.60738e-12,3.7747e-05,4.38542e+06,60
13,0.356056,8.49863e-12,3.77143e-05,4.43770e+06,60
14,0.360063,8.06394e-12,3.76377e-05,4.66741e+06,60
15,0.366058,6.87838e-12,3.76025e-05,5.46677e+06,60
16,0.362241,6.72448e-12,3.7638e-05,5.59717e+06,60
17,0.364269,7.18627e-12,3.77229e-05,5.24929e+06,60
18,0.370954,6.63401e-12,3.75745e-05,5.66392e+06,60
19,0.358207,8.36891e-12,3.79475e-05,4.53434e+06,60
20,0.358021,1.03574e-11,3.7843e-05,3.65373e+06,60
21,0.359605,8.85863e-12,3.78637e-05,4.27421e+06,60
22,0.359306,8.01425e-12,3.7683e-05,4.70200e+06,60
23,0.359258,8.3631e-12,3.77961e-05,4.51939e+06,60
24,0.355564,9.71481e-12,3.80428e-05,3.91596e+06,60
25,0.362951,8.20567e-12,3.78083e-05,4.60758e+06,60
26,0.360719,7.60477e-12,3.76993e-05,4.95733e+06,60
27,0.358551,8.81596e-12,3.76714e-05,4.27309e+06,60
28,0.352992,1.17434e-11,3.78569e-05,3.22367e+06,60
29,0.360744,8.1286e-12,3.77667e-05,4.64615e+06,60
30,0.364573,6.22655e-12,3.75794e-05,6.03536e+06,60
31,0.35935,8.43683e-12,3.76663e-05,4.46451e+06,60
32,0.357493,7.84077e-12,3.77778e-05,4.81812e+06,60
33,0.348024,1.27694e-11,3.78615e-05,2.96502e+06,60
34,0.36292,7.0916e-12,3.7687e-05,5.31431e+06,60
35,0.352388,1.05568e-11,3.7832e-05,3.58366e+06,60
36,0.3514,1.00397e-11,3.79405e-05,3.77907e+06,60
37,0.355194,1.0214e-11,3.78333e-05,3.70405e+06,60
38,0.362799,8.38713e-12,3.77996e-05,4.50686e+06,60
39,0.365733,5.98299e-12,3.76935e-05,6.30011e+06,60
40,0.357998,8.35781e-12,3.78407e-05,4.52759e+06,60
41,0.362298,9.056e-12,3.77616e-05,4.16979e+06,60
42,0.364202,6.47363e-12,3.75716e-05,5.80379e+06,60
43,0.350299,1.13824e-11,3.79374e-05,3.33300e+06,60
44,0.359416,8.12556e-12,3.76469e-05,4.63315e+06,60
45,0.368361,7.4855e-12,3.77002e-05,5.03643e+06,60
46,0.353229,1.12393e-11,3.78998e-05,3.37207e+06,60
47,0.361595,7.76567e-12,3.77378e-05,4.85956e+06,60
48,0.352647,1.03693e-11,3.77501e-05,3.64056e+06,60
49,0.362562,7.45229e-12,3.75195e-05,5.03463e+06,60
50,0.354476,9.03362e-12,3.79406e-05,4.19993e+06,60
51,0.373707,5.79085e-12,3.75722e-05,6.48820e+06,60
52,0.355457,1.121e-11,3.78146e-05,3.37329e+06,60
53,0.360364,8.35097e-12,3.78983e-05,4.53819e+06,60
54,0.355489,9.6334e-12,3.7854e-05,3.92945e+06,60
55,0.355788,9.36272e-12,3.7851e-05,4.04273e+06,60
56,0.357547,9.02249e-12,3.78762e-05,4.19797e+06,60
57,0.365839,6.8801e-12,3.77865e-05,5.49214e+06,60
58,0.369244,5.68785e-12,3.77097e-05,6.62987e+06,60
59,0.367376,6.09765e-12,3.7732e-05,6.18796e+06,60
60,0.360992,7.06608e-12,3.77129e-05,5.33717e+06,60
61,0.368286,5.98401e-12,3.77519e-05,6.30880e+06,60
62,0.354488,9.68185e-12,3.77899e-05,3.90317e+06,60
63,0.363381,7.6759e-12,3.76863e-05,4.90969e+06,60
64,0.363381,8.74188e-12,3.77448e-05,4.31769e+06,60
65,0.357545,8.06128e-12,3.78226e-05,4.69189e+06,60
66,0.358408,8.07416e-12,3.77584e-05,4.67646e+06,60
67,0.350562,1.06694e-11,3.79278e-05,3.55483e+06,60
68,0.350933,1.22826e-11,3.80647e-05,3.09906e+06,60
69,0.354618,9.61398e-12,3.77968e-05,3.93144e+06,60
70,0.361883,7.75207e-12,3.77104e-05,4.86455e+06,60
71,0.361322,7.63197e-12,3.77795e-05,4.95016e+06,60
72,0.354117,9.0234e-12,3.771e-05,4.17914e+06,60
73,0.358834,8.1964e-12,3.76774e-05,4.59682e+06,60
74,0.350092,1.08632e-11,3.78305e-05,3.48244e+06,60
75,0.35451,1.03683e-11,3.77554e-05,3.64141e+06,60
76,0.357872,8.56485e-12,3.77938e-05,4.41267e+06,60
77,0.351563,1.07551e-11,3.79092e-05,3.52477e+06,60
78,0.358612,7.7718e-12,3.77785e-05,4.86097e+06,60
79,0.354949,9.83808e-12,3.78965e-05,3.85202e+06,60
80,0.372981,5.35122e-12,3.76488e-05,7.03555e+06,60
81,0.363566,6.71668e-12,3.77082e-05,5.61411e+06,60
82,0.350455,1.13016e-11,3.76396e-05,3.33045e+06,60
83,0.366624,6.73843e-12,3.7637e-05,5.58543e+06,60
84,0.351957,1.17032e-11,3.7947e-05,3.24245e+06,60
85,0.359248,8.47634e-12,3.77437e-05,4.45283e+06,60
86,0.367104,5.80865e-12,3.75609e-05,6.46637e+06,60
87,0.362211,7.01161e-12,3.77319e-05,5.38134e+06,60
88,0.361257,7.97828e-12,3.76251e-05,4.71595e+06,60
89,0.34552,1.32481e-11,3.79445e-05,2.86415e+06,60
90,0.359682,8.65975e-12,3.76417e-05,4.34674e+06,60
91,0.365547,6.69606e-12,3.76176e-05,5.61787e+06,60
92,0.360323,7.48653e-12,3.76122e-05,5.02399e+06,60
93,0.361377,8.57874e-12,3.79001e-05,4.41791e+06,60
94,0.357476,8.01149e-12,3.76954e-05,4.70516e+06,60
95,0.361599,8.3389e-12,3.77034e-05,4.52139e+06,60
96,0.354748,9.97812e-12,3.77916e-05,3.78745e+06,60
97,0.365299,6.22261e-12,3.77184e-05,6.06151e+06,60
98,0.362958,6.73615e-12,3.76638e-05,5.59130e+06,60
99,0.359656,7.87311e-12,3.77868e-05,4.79948e+06,60
100,0.359521,9.43514e-12,3.76445e-05,3.98982e+06,60
101,0.353394,1.01499e-11,3.78575e-05,3.72984e+06,60
102,0.362565,8.17856e-12,3.76866e-05,4.60798e+06,60
103,0.363852,7.62991e-12,3.77618e-05,4.94918e+06,60
104,0.363152,6.72503e-12,3.77263e-05,5.60984e+06,60
105,0.35311,9.38635e-12,3.77808e-05,4.02508e+06,60
106,0.361154,7.96925e-12,3.77766e-05,4.74029e+06,60
107,0.370086,6.5962e-12,3.76614e-05,5.70957e+06,60
108,0.365363,7.19023e-12,3.76387e-05,5.23471e+06,60
109,0.355453,8.70187e-12,3.78906e-05,4.35430e+06,60
110,0.365337,6.73363e-12,3.76109e-05,5.58554e+06,60
111,0.375089,5.47471e-12,3.75092e-05,6.85136e+06,60
112,0.363787,7.57848e-12,3.77268e-05,4.97815e+06,60
113,0.36072,7.51115e-12,3.76815e-05,5.01674e+06,60
114,0.349048,1.14283e-11,3.78504e-05,3.31198e+06,60
115,0.372434,5.41772e-12,3.77228e-05,6.96286e+06,60
116,0.361762,7.27655e-12,3.75476e-05,5.16008e+06,60
117,0.358986,8.81601e-12,3.78943e-05,4.29834e+06,60
118,0.365548,6.04748e-12,3.74526e-05,6.19310e+06,60
119,0.36306,7.57791e-12,3.76203e-05,4.96446e+06,60
120,0.356044,9.86399e-12,3.78142e-05,3.83356e+06,60
121,0.358023,8.64141e-12,3.77855e-05,4.37261e+06,60
122,0.366009,7.11086e-12,3.75811e-05,5.28503e+06,60
123,0.361602,7.86834e-12,3.76982e-05,4.79112e+06,60
124,0.356736,9.53524e-12,3.79249e-05,3.97734e+06,60
125,0.360812,9.34587e-12,3.78735e-05,4.05243e+06,60
126,0.35048,1.13347e-11,3.78111e-05,3.33587e+06,60
127,0.350078,1.13815e-11,3.79241e-05,3.33207e+06,60
128,0.359615,8.47928e-12,3.77212e-05,4.44864e+06,60
129,0.363635,6.5182e-12,3.75708e-05,5.76399e+06,60
130,0.361045,7.38598e-12,3.78781e-05,5.12839e+06,60
131,0.35175,9.14098e-12,3.78223e-05,4.13766e+06,60
132,0.358616,9.8658e-12,3.79287e-05,3.84446e+06,60
133,0.354509,9.81569e-12,3.76794e-05,3.83869e+06,60
134,0.36372,7.99107e-12,3.78678e-05,4.73877e+06,60
135,0.354125,1.01726e-11,3.77381e-05,3.70976e+06,60
136,0.37098,6.12974e-12,3.755e-05,6.12587e+06,60
137,0.366748,6.91829e-12,3.7708e-05,5.45048e+06,60
138,0.355655,9.32425e-12,3.77606e-05,4.04972e+06,60
139,0.357183,8.09485e-12,3.76329e-05,4.64899e+06,60
140,0.359032,8.06318e-12,3.7657e-05,4.67024e+06,60
141,0.364513,6.70072e-12,3.77381e-05,5.63195e+06,60
142,0.353981,8.88151e-12,3.77827e-05,4.25408e+06,60
143,0.362407,7.26105e-12,3.76707e-05,5.18805e+06,60
144,0.355123,9.70072e-12,3.78996e-05,3.90688e+06,60
145,0.363011,8.65973e-12,3.76147e-05,4.34363e+06,60
146,0.356393,9.1342e-12,3.77796e-05,4.13606e+06,60
147,0.36026,7.47912e-12,3.79293e-05,5.07135e+06,60
148,0.359323,7.7227e-12,3.77609e-05,4.88961e+06,60
149,0.359418,8.12341e-12,3.76722e-05,4.63748e+06,60
150,0.363225,6.8201e-12,3.77398e-05,5.53361e+06,60
151,0.363852,6.85665e-12,3.77345e-05,5.50334e+06,60
152,0.355609,9.44542e-12,3.77761e-05,3.99941e+06,60
153,0.354356,1.04846e-11,3.77811e-05,3.60350e+06,60
154,0.362993,7.95118e-12,3.77087e-05,4.74253e+06,60
155,0.359879,8.37507e-12,3.78256e-05,4.51645e+06,60
156,0.365981,6.39564e-12,3.77218e-05,5.89804e+06,60
157,0.357731,7.62883e-12,3.77826e-05,4.95261e+06,60
158,0.354366,1.09856e-11,3.79229e-05,3.45207e+06,60
159,0.359829,7.54099e-12,3.77577e-05,5.00699e+06,60
160,0.368389,6.16093e-12,3.75965e-05,6.10240e+06,60
161,0.361547,8.67513e-12,3.77663e-05,4.35340e+06,60
162,0.370003,5.31904e-12,3.76534e-05,7.07897e+06,60
163,0.357844,8.53135e-12,3.75384e-05,4.40005e+06,60
164,0.354079,8.71252e-12,3.78098e-05,4.33971e+06,60
165,0.365028,6.65066e-12,3.76628e-05,5.66301e+06,60
166,0.35483,8.7965e-12,3.77731e-05,4.29410e+06,60
167,0.366575,6.2689e-12,3.76243e-05,6.00174e+06,60
168,0.357495,1.01985e-11,3.78009e-05,3.70651e+06,60
169,0.35859,9.45065e-12,3.77392e-05,3.99329e+06,60
170,0.362706,9.47915e-12,3.77657e-05,3.98407e+06,60
171,0.357602,9.38648e-12,3.77483e-05,4.02157e+06,60
172,0.351229,9.96183e-12,3.79204e-05,3.80656e+06,60
173,0.362715,7.78395e-12,3.76907e-05,4.84210e+06,60
174,0.358121,8.6357e-12,3.76924e-05,4.36472e+06,60
175,0.364232,6.77994e-12,3.77029e-05,5.56094e+06,60
176,0.360805,9.29156e-12,3.79003e-05,4.07900e+06,60
177,0.362081,7.75401e-12,3.78948e-05,4.88713e+06,60
178,0.352596,1.20609e-11,3.78874e-05,3.14134e+06,60
179,0.362346,7.92311e-12,3.77306e-05,4.76210e+06,60
180,0.361677,7.3555e-12,3.7777e-05,5.13588e+06,60
181,0.358096,8.17147e-12,3.76818e-05,4.61138e+06,60
182,0.362665,8.25039e-12,3.78433e-05,4.58685e+06,60
183,0.357983,8.37249e-12,3.76609e-05,4.49817e+06,60
184,0.361117,7.73921e-12,3.78019e-05,4.88446e+06,60
185,0.34847,1.20149e-11,3.79607e-05,3.15947e+06,60
186,0.364152,6.74066e-12,3.77784e-05,5.60455e+06,60
187,0.353673,9.99538e-12,3.7805e-05,3.78225e+06,60
188,0.367233,7.88028e-12,3.77028e-05,4.78445e+06,60
189,0.357703,1.03864e-11,3.77117e-05,3.63087e+06,60
190,0.366438,5.59563e-12,3.75566e-05,6.71177e+06,60
191,0.365756,7.0027e-12,3.76977e-05,5.38331e+06,60
192,0.360676,7.5538e-12,3.79442e-05,5.02319e+06,60
193,0.362483,7.99713e-12,3.77327e-05,4.71827e+06,60
194,0.356785,9.55593e-12,3.78805e-05,3.96409e+06,60
195,0.349188,1.06249e-11,3.77588e-05,3.55379e+06,60
196,0.357056,8.29737e-12,3.78314e-05,4.55944e+06,60
197,0.363098,7.41698e-12,3.77512e-05,5.08983e+06,60
198,0.352205,9.84503e-12,3.7956e-05,3.85535e+06,60
199,0.364198,7.13319e-12,3.76531e-05,5.27857e+06,60
